CADDID,PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard
10960,630569,Dyt Dairy #1,33.9739,-117.5993,6207 Archibald Street,Corona,Riverside,92880,8
10961,630578,Syann Dairy - 14950 River Rd,33.9302115,-117.6082051,14950 River Road,Corona,Riverside,92880,8
10962,630583,Raymond Bachoc Dairy,34.0099,-117.619,13331 South Walker Avenue,Ontario,San Bernardino,91761,8
10963,630584,LaBrucherie Bros LLC - Schaefer,34.0051,-117.6197,8484 Schaefer Avenue,Ontario,San Bernardino,91761,8
10964,630602,Scott Bros Dairy,33.8527,-117.0205,18051 Gilman Springs Road,Moreno Valley,Riverside,92555,8
10965,630604,John Jaques & Son Dairy,33.9609,-117.614,8648 Pine Avenue,Chino,San Bernardino,91710,8
10966,630612,Falloncrest Farms,33.95941556,-117.6218548,8342 Pine Avenue,Chino,San Bernardino,91708,8
10967,630617,Oostdam Dairy,33.8168,-117.0336,1710 North Warren Road,San Jacinto,Riverside,92582,8
10968,630618,George Borba & Son Dairy,33.9894,-117.6312,7955 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
11671,630651,ROCKING HORSE DAIRY LLC,36.1664,-119.6948,21014 13TH AVENUE,HANFORD,Kings,93230,5F
11675,630653,"DAIRY AVENUE, LLC DAIRY",35.9411,-119.57,36569 6TH AVENUE,CORCORAN,Kings,93212,5F
10969,631687,P & G Dairy,33.9549,-117.6657,16451 Mountain Avenue,Chino,San Bernardino,91710,8
10970,632788,Bidart Dairy No. 2,35.1696,-119.1051,20400 Old River Road,Bakersfield,Kern,93311,5F
11815,635289,Pixley Heifer Ranch,35.9386,-119.4126,7105  Avenue 84,Pixley,Tulare,93256,5F
10971,635447,Faria West,36.0346,-119.3039,13511 Road 120,Tipton,Tulare,93272,5F
10972,636479,John Weststeyn Cattle - Pine,33.9589,-117.6234,8300 Pine Avenue,Chino,San Bernardino,91708,8
10973,636754,Four Star Dairy #3,36.1961,-119.5206,2393 Avenue 224,Tulare,Tulare,93274,5F
10974,636795,Curti Family Farms,36.1425,-119.5052,19515 CA-137,Tulare,Tulare,93274,5F
10975,636869,Circle A Dairy,35.9916,-119.3616,11275 Road 96,Pixley,Tulare,93256,5F
11668,641977,LAKE SHORE DAIRY,36.1554,-119.7405,15978 MANTECA AVENUE,STRATFORD,Kings,93266,5F
10976,642448,Manuel & Alda Lawrence Dairy,36.2246,-119.6873,12871 Kent Avenue,Hanford,Kings,93230,5F
11685,642450,Vanderham West,35.9939,-119.4964,2950 Avenue 112,Corcoran,Tulare,93207,5F
10977,642472,FM Jerseys Dairy,36.0845,-119.2952,16301 Road 124,Tipton,Tulare,93272,5F
10978,642915,P & D Dairy - Remington,33.9761,-117.6091,8961 Remington Avenue,Chino,San Bernardino,91710,8
11816,648015,Mid Valley Ranch,36.1296,-119.216,15947  Avenue 188,Strathmore,Tulare,93267,5F
10979,648969,Shady Acres Dairy #2,36.4865,-120.0742,15391 West Elkhorn Avenue,Helm,Fresno,93627,5F
11679,653102,Newberry Dairy,34.8682,-116.6963,44128 Silver Valley Road,Newberry Springs,San Bernardino,92365,6B
10980,655913,Cunha Dairy #1,36.3773,-119.7463,6680 16th Avenue,Hanford,Kings,93230,5F
10981,655940,Newhouse Dairy,35.2108,-119.1825,16130 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F
10982,655941,Neves Dairy,36.2544,-119.7596,16831 Jackson Avenue,Lemoore,Kings,93245,5F
10983,655949,ED Paulo & Sons Dairy,36.2858,-119.6136,8730 Iona Avenue,Hanford,Kings,93230,5F
10984,655951,Lakeview Farms Dairy,35.2116,-119.2002,19255 Bear Mountain Boulevard,Bakersfield,Kern,93311,5F
10985,655954,Dixie Creek Ranch,36.3241,-119.5189,3601 CA-198,Hanford,Kings,93230,5F
11666,655959,YOKUM DAIRY/DOUBLE L CATTLE COMPANY,36.1975,-119.6429,10234 LANSING AVENUE,HANFORD,Kings,93230,5F
10986,655966,Top Line Dairy #5,36.1654,-119.7957,21009 South 19th Avenue,Stratford,Kings,93266,5F
10987,655970,Affentranger & Sons Dairy,35.4181,-119.202,18107 Kratzmeyer Avenue,Bakersfield,Kern,93314,5F
10988,655972,Joaquim Mattos & Family Dairy,36.2133,-119.5448,4790 Kansas Avenue,Hanford,Kings,93230,5F
10989,655974,Laurel Avenue Feedlot Dairy (Former Salt of the Earth Dairy),36.1889,-119.8142,19883 Laurel Avenue,Stratford,Kings,93266,5F
10990,656083,Gordon Dairy #1,33.9913,-117.6268,14474 Grove Avenue,Ontario,San Bernardino,91710,8
10991,656087,Sozinho Dairy #5,36.2988,-119.5869,7205 Houston Avenue,Hanford,Kings,93230,5F
11817,656091,Headquarters Ranch 2,36.3371,-119.7528,16501  Colony Road,Lemoore,Kings,93245,5F
10992,657033,Sierra Rose Dairy,39.6291,-121.8614,9022 Aguas Frias Road,Chico,Butte,95928,5R
10993,657043,Smith Family Dairy,40.0457,-122.1913,8523 Central Avenue,Gerber,Tehama,96035,5S
10994,657048,Martin Dairy,40.0798,-122.2357,21632 Dusty Way,Red Bluff,Tehama,96080,5S
10995,657049,Alderson Dairy,40.0616,-122.2001,22495 Thomes Avenue,Gerber,Tehama,96035,5R
10996,657067,Alderson Family 4A Dairy (Former Shasta View Farms),40.0639,-122.1976,22560 Thomes Avenue,Gerber,Tehama,96035,5R
10997,657071,Robert Fumasi Dairy,39.83,-122.1063,1015 West 5th Avenue,Orland,Tehama,95963,5S
10998,657072,Duivenvoorden Farms,40.3693,-122.311,19490 Draper Road,Cottonwood,Tehama,96022,5R
10999,657084,Sepeda Brothers Dairy,36.1071,-119.2792,17648 Road 128,Tulare,Tulare,93274,5F
11000,657090,Antonio Belo Dairy,39.8241,-122.0991,25115 Clark Avenue,Orland (Capay),Tehama,95963,5S
11001,657094,Four J Farms Dairy,35.9926,-119.3052,1223 West Stanford Avenue,Pixley,Tulare,93256,5F
11002,657096,Golden Valley Dairy,36.1194,-119.3317,18183 I Street,Tulare,Tulare,93274,5F
11003,657114,Western Pacific Dairy,36.0077,-119.2393,14854 Avenue 120,Pixley,Tulare,93272,5F
11004,657122,Airoso Dairy,36.1307,-119.4304,18809 Road 64,Tulare,Tulare,93274,5F
11005,657156,Sousa Dairy,36.4711,-119.4004,7709 Avenue 376,Dinuba,Tulare,93618,5F
11006,657316,MS Monteiro Dairy,36.2014,-119.4953,3515 Avenue 228,Tulare,Tulare,93274,5F
11007,657328,Tulare Joint Union High School Dairy,36.1916,-119.3549,591 West Bardsley Avenue,Tulare,Tulare,93274,5F
11008,657330,Borba Dairy,36.0596,-119.1225,14836 Road 200,Porterville,Tulare,93257,5F
11009,657338,Henry Jongsma And Son Dairy,39.6735,-122.0979,3724 County Road S,Orland,Glenn,95963,5S
11010,657353,Lawrence Family Farms/Bar DR Dairy,36.1696,-119.2449,14760 Avenue 208,Tulare,Tulare,93274,5F
11011,657361,DDW Farms LLC Dairy,36.2367,-119.495,24643 Road 36,Tulare,Tulare,93274,5F
11012,657362,Mellema Dairy,36.3742,-119.3607,9420 Avenue 320,Visalia,Tulare,93291,5F
11013,657364,J R Dairy,36.0322,-119.3358,13202 Road 104,Tipton,Tulare,93272,5F
11014,657365,College of The Sequoias Dairy,36.1921,-119.2858,4999 E Bardsley Ave,Tulare,Tulare,93274,5F
11015,657366,Hamstra Dairy Complex,36.2634,-119.4058,7590 Avenue 260,Tulare,Tulare,93274,5F
11016,657389,Bos Farms LP,36.1585,-119.2359,20397 Road 152,Tulare,Tulare,93274,5F
11017,657390,Delta View Farms #3,36.3421,-119.4699,4590 Avenue 304,Visalia,Tulare,93291,5F
11018,657393,LegenDairy South,36.0534,-119.3839,8360 Avenue 144,Tipton,Tulare,93272,5F
11019,657408,Bar None/Van Der Hoek Dairy,36.5059,-120.0913,15886 South Lassen Avenue,Helm,Fresno,93627,5F
11020,657458,West-Star North Dairy,35.4819,-119.434,26953 Riverside Street,Buttonwillow,Kern,93313,5F
11021,657461,T & W Farms #1 Dairy,35.1885,-119.1067,18000 Old River Road,Bakersfield,Kern,93311,5F
11022,657463,Carlos Echeverria & Sons Dairy,35.1746,-119.1155,20229 Old River Road,Bakersfield,Kern,93311,5F
11672,657477,SOUTHERN CROSS DAIRY,35.4972,-119.4555,26509 LERDO HIGHWAY,BUTTONWILLOW,Kern,93206,5F
11023,657479,"Coronado Dairy Farms, LLC",36.0781,-119.4406,5850 Avenue 160,Tipton,Tulare,93272,5F
11024,657481,Little Rock Dairy,36.0401,-119.3958,13955 Road 80,Tipton,Tulare,93272,5F
11025,657483,Rib-Arrow Dairy,36.1212,-119.2706,18287 Road 136,Tulare,Tulare,93274,5F
11026,657485,Mario Simoes Family Dairy,36.0347,-119.279,13185 Avenue 136,Tipton,Tulare,93272,5F
11027,657486,Louie de Groot Dairy,35.9774,-119.2354,15081 Avenue 104,Pixley,Tulare,93256,5F
11028,657558,Four Star #4 Dairy,36.1597,-119.5107,20438 Road 28,Tulare,Tulare,93274,5F
11029,657559,Cotta Dairy,36.0272,-119.2529,13167 Road 144,Tipton,Tulare,93272,5F
11030,657562,Rui and Jennifer Brasil Dairy,36.4425,-119.3923,8061 Avenue 360,Visalia,Tulare,93291,5F
11031,657747,Sunrise Dairy,36.462,-119.3933,8022 Avenue 368,Dinuba,Tulare,93618,5F
11032,657751,Vida Boa #2 Dairy,36.2244,-119.2388,15011 Avenue 240,Tulare,Tulare,93274,5F
11033,657752,Fern Oak Farms Dairy,36.0779,-119.1936,17001 Avenue 160,Porterville,Tulare,93274,5F
11818,657753,Vida Boa Heifers,36.2277,-119.2325,24176  Road 152,Tulare,Tulare,93274,5F
11034,657755,Pinheiro Dairy #2,36.1194,-119.163,18279 Avenue 184,Strathmore,Tulare,93267,5F
11035,657757,De Vries Farms,36.0068,-119.3253,11021 Avenue 120,Pixley,Tulare,93256,5F
11036,657762,former Koetsier Dairy,36.2974,-119.4138,6901 Avenue 280,Visalia,Tulare,93277,5F
11037,657767,F & J Delano #1,35.8171,-119.2552,14180 Avenue 16,Delano,Tulare,93215,5F
11038,657768,Cornerstone Dairy,36.0198,-119.3812,8769 Avenue 128,Tipton,Tulare,93272,5F
11039,704624,Banos Dairy,37.0917,-120.4604,4667 Avenue 23 1/2,Chowchilla,Madera,93610,5F
11040,704630,Riverview Dairy,35.9462,-119.3622,9295 Avenue 88,Pixley,Tulare,93256,5F
11041,704631,Tipton Dairy (Formerly M Bar 9 Dairy),36.0664,-119.3113,196 Olive Avenue,Tipton,Tulare,93272,5F
11042,704632,Horizon Jerseys Dairy,36.0881,-119.3788,8798 Avenue 160,Tipton,Tulare,93272,5F
11043,704635,Frank L. Pires III Dairy,36.2417,-119.4669,4728 Avenue 248,Tulare,Tulare,93274,5F
11044,704641,Azevedo Heifer Ranch,37.3259,-120.6235,2670 North Hull Road,Atwater,Merced,95301,5S
11045,704642,4K Dairy Farm Partnership,35.9439,-119.3981,7976 Avenue 84,Pixley,Tulare,93256,5F
11046,704646,Hillside Farms,37.3264,-120.6241,2669 Hull Road,Atwater,Merced,95301,5S
11047,704648,Cottonwood Dairy,37.2908,-120.6723,10561 CA-140,Atwater,Merced,95301,5S
11048,704650,Pinheiro & Deniz Dairy,39.5914,-122.0869,2632 County Rd T,Glenn,Glenn,95943,5S
11049,704653,Alves Dairy,39.574,-122.0663,2439 County Rd V,Glenn,Glenn,95943,5S
11050,704654,D & S Farms,37.3221,-120.6818,10743 Rose Avenue,Atwater,Merced,95317,5S
11051,704656,Jose & Teresa Soares Dairy #3,37.3385,-120.6656,9780 West Sunset Drive,Atwater,Merced,95301,5S
11052,704665,Jorge Dairy,37.3169,-120.6754,10358 White Crane Road,Atwater,Merced,95301,5S
11053,704666,Full Circle Dairy,37.4924,-120.6066,6800 East Avenue,Ballico,Merced,95303,5S
11054,704671,Jacobus Degroot Dairy #1,36.3681,-119.3699,31847 Road 92,Visalia,Tulare,93291,5F
11055,704673,Simson Dairy,39.6599,-122.0649,2945 County Rd V,Glenn,Glenn,95963,5S
11056,704674,Leonardo Dairy,39.4283,-122.033,2695 West County Rd W,Princeton,Glenn,95970,5S
11057,704675,Manuel Rocha Dairy,39.7949,-122.057,4975 2nd Avenue,Orland,Glenn,95963,5S
11058,704676,Vogt Holstein Dairy,39.7793,-122.0507,7831 Capay Avenue,Orland,Glenn,95963,5S
11059,704682,Beglinger Dairy,39.7385,-122.1043,7329 County Road 16,Orland,Glenn,95963,5S
11060,704683,Frank J. Borges Dairy North,39.7388,-122.2567,5944 County Rd 17,Orland,Glenn,95963,5S
11061,704684,Chris Verboom Dairy,39.7357,-122.2555,5943 County Rd 17,Orland,Glenn,95963,5S
11062,704689,Pedrozo Dairy,39.7073,-122.0584,7713 County Rd 24,Orland,Glenn,95963,5S
11063,704691,Bekendam Dairy,39.7103,-122.2182,6314 County Rd 24,Orland,Glenn,95963,5S
11064,704694,MTSJ Dairy,39.6569,-122.1495,6916 County Road 30,Orland,Glenn,95963,5S
11065,704695,Goedhart Dairy,39.6414,-122.1302,7084 County Road 31,Orland,Glenn,95963,5S
11066,704696,Silveira Jersteins Dairy,39.7468,-122.1464,6951 CA-32,Orland,Glenn,95963,5S
11067,704699,Kania Dairy,39.7856,-122.1876,6583 County Road 6 Road,Orland,Glenn,95963,5S
11068,704725,Veldhuis North Dairy,37.4684,-120.6658,12465 Lee Road,Ballico,Merced,95303,5S
11069,704729,De Jager Farms South,37.1707,-120.3776,8002 South Bliss Road,Chowchilla,Merced,93610,5S
11070,704730,De Jager Dairy North #1,37.1219,-120.4009,11375 South Ivy Avenue,Chowchilla,Merced,93610,5S
11071,704731,De Jager Dairy #2 North,37.1252,-120.4008,11140 South Ivy Avenue,Chowchilla,Merced,93610,5S
11072,704733,Frank Coelho and Sons Dairy LP,37.107,-120.4464,12383 South Schultz Road,Chowchilla,Merced,93610,5S
11073,704734,M & M Cardoso & Sons Dairy,37.4192,-120.7862,16489 August Avenue,Delhi,Merced,95315,5S
11074,704735,Vitorino Dairy,37.4241,-120.8129,9436 Griffith Avenue,Delhi,Merced,95315,5S
11075,704736,Soares Dairy #2,37.4009,-120.7961,7581 North Merced Avenue,Delhi,Merced,95315,5S
11076,704738,California Cloverleaf Farm,37.5357,-120.5859,22323 East Monte Vista Avenue,Denair,Merced,95316,5S
11077,704739,Sierra Vista Dairy LP,37.5153,-120.5901,22426 East Monte Vista Avenue,Denair,Merced,95316,5S
11078,704741,Goncalves Dairy,37.058,-120.6692,15782 Arroya Avenue,Dos Palos,Merced,93620,5S
11079,704752,O'Banion Ranches,37.057,-120.5998,15775 Indiana Road,Dos Palos,Merced,93620,5S
11080,704754,Melo Dairy,37.0431,-120.7025,11675 West Laguna Road,Dos Palos,Merced,93620,5S
11081,704756,M & A Dairy #2,37.0898,-120.7078,13459 South Turner Island Road,Dos Palos,Merced,93620,5S
11082,704757,Luis Correia Dairy,37.1165,-120.4553,11775 South Arbor Way,El Nido,Merced,95317,5S
11083,704758,Antonio Azevedo Dairy #1,37.1313,-120.533,2025 West El Nido Road,El Nido,Merced,95317,5S
11084,704765,Azevedo Dairy #3,37.1346,-120.4961,227 West El Nido Road,El Nido,Merced,95317,5S
11085,704766,Brasil Dairy,37.0878,-120.4925,13701 CA-59,El Nido,Merced,95317,5S
11086,704769,Azevedo Dairy #2,37.177,-120.4882,7999 Los Banos Hwy,Merced,Merced,95341,5S
11087,704772,Pedretti Ranches,37.1406,-120.4486,2331 East Roosevelt Road,Merced,Merced,95341,5S
11088,704773,DCB Farming LLC,37.1418,-120.4605,1601 East Roosevelt Road,El Nido,Merced,95317,5S
11089,704774,Antonio Azevedo Dairy #4,37.1422,-120.5136,1257 West Roosevelt Road,El Nido,Merced,95317,5S
11090,704775,Hath Dairy,37.1439,-120.5013,508 West Roosevelt Road,El Nido,Merced,95317,5S
11091,704776,Luis Correia Dairy,37.1257,-120.446,11132 Shultz Road,El Nido,Merced,95317,5S
11092,704777,Coelho Frank & Sons LP,37.1126,-120.4587,2031 East Washington Road,El Nido,Merced,95317,5S
11093,704779,Live Oak Dairy F,36.896,-120.7375,13310 West Eagle Field Road,Firebaugh,Merced,93622,5S
11094,704780,Martins View Jersey Dairy #2,37.2762,-121,28336 West Bambauer Road,Gustine,Merced,95322,5S
11095,704781,Silveira Brothers Dairy #2,37.1031,-120.9772,12081 South Cherokee Road,Gustine,Merced,95322,5S
11096,704782,Manuel Mendes Dairy,37.1916,-121.0258,29744 Cottonwood Road,Gustine,Merced,95322,5S
11097,704783,5N Cattle,37.1877,-121.0029,28470 West Cottonwood Road,Gustine,Merced,95322,5S
11098,704784,Fahey Dairy,37.1224,-121.0039,28326 Fahey Road,Gustine,Merced,95322,5S
11099,704972,Oakbend Dairy,36.2164,-119.2011,23561 Road 168,Tulare,Tulare,93274,5F
11100,704978,"Mancebo Holstein Dairy, LP #3",36.1876,-119.2568,14111 Avenue 220,Tulare,Tulare,93274,5F
11101,704996,"former Jacobus Degroot Dairy #2, de Groot Feedlot",36.3563,-119.3757,8827 Avenue 312,Visalia,Tulare,93291,5F
11102,705002,Double D Dairy,36.3471,-119.231,15276 Ivanhoe Drive,Visalia,Tulare,93291,5F
11103,705006,Double M Jerseys Dairy,36.0852,-119.3131,11595 Avenue 164,Tipton,Tulare,93272,5F
11104,705088,Timinsky Dairy,39.6736,-122.2488,3552 County Road D,Orland,Glenn,95963,5S
11105,705089,Martins Family Dairy,39.7491,-122.2412,4489 County Rd E,Orland,Glenn,95963,5S
11106,705090,Schager Dairy,39.7908,-122.1847,4924 County Rd KK,Orland,Glenn,95963,5S
11107,705091,Paul Schmidt Dairy,39.7734,-122.1845,4733 County Road L,Orland,Glenn,95963,5S
11108,705093,Amaral Dairy,39.7747,-122.1613,4715 County Rd N,Orland,Glenn,95963,5S
11109,705094,Silveira Jerstein Dairy,39.765,-122.1407,4628 County Rd P,Orland,Glenn,95963,5S
11110,705095,Zuppan Dairy,39.7767,-122.1228,4740 County Rd QQ,Orland,Glenn,95963,5S
11111,705096,Ed Fumasi Dairy,39.7237,-122.1033,4150 County Road S,Orland,Glenn,95963,5S
11112,705098,Creek Dairy,39.6591,-122.1005,3414 County Rd S,Orland,Glenn,95963,5S
11113,705100,Edwin Clementino Dairy,39.6818,-122.0786,3669 County Rd U,Orland,Glenn,95963,5S
11114,705102,S/K Dairy,39.7969,-122.1224,7170 Cutting Avenue,Orland,Glenn,95963,5S
11115,705105,Corona Dairy,39.7913,-122.1974,4918 Hwy 99 West,Orland,Glenn,95963,5S
11116,705109,Leo and Ida Martin Dairy,39.7768,-122.1111,7266 Lindsay Avenue,Orland,Glenn,95963,5S
11117,705112,Boer Dairy/ M&H Jerseys,39.5723,-122.21,6355 Road 42,Willows,Glenn,95988,5S
11118,705113,"Gomes Holstein Dairy, Inc.",39.5729,-122.1169,2397 County Rd R,Willows,Glenn,95988,5S
11119,705117,JSJ Dairy,39.5755,-122.0841,2451 County Rd TT,Willows,Glenn,95988,5S
11120,705120,Eugenio Azevedo Dairy #3,37.3312,-120.6639,9701 Atwater-Jordan Road,Atwater,Merced,95301,5S
11121,705123,Twin Star Dairy,37.2896,-120.6036,6480 West Bailey Road,Atwater,Merced,95301,5S
11122,705124,Santa Rita Dairy,37.2867,-120.6354,7462 South Bert Crane Road,Atwater,Merced,95301,5S
11123,705129,Van Tol Dairy No 2,39.6532,-122.1686,6756 County Rd 30,Orland,Glenn,95963,5S
11124,705196,"Wickstrom Jersey Farms, Inc.",37.3697,-120.8688,5638 Columbus Avenue,Hilmar,Merced,95324,5S
11125,705198,Hilmar Holsteins Inc. #2,37.3809,-120.8687,6271 Columbus Avenue,Hilmar,Merced,95324,5S
11126,705203,Diniz Dairy,37.4279,-120.8657,9558 Columbus Avenue,Hilmar,Merced,95324,5S
11127,705219,Crane Dairy LLC,37.3825,-120.8619,20633 West Crane Avenue,Hilmar,Merced,95324,5S
11128,705229,GM Silva Dairy #2,37.3825,-120.856,20345 Crane Avenue,Hilmar,Merced,95324,5S
11129,705233,Joe Oliveira Dairy,37.3823,-120.8331,18900 Crane Avenue,Hilmar,Merced,95324,5S
11130,705237,Brad Nyman-Silva Dairy,37.3828,-120.8899,22120 Crane Avenue,Hilmar,Merced,95324,5S
11131,705238,Vierra Dairy Farms #3,37.403,-120.9226,7884 Faith Home Road,Hilmar,Merced,95324,5S
11132,705241,Nelson Dairy,37.3968,-120.84,19475 Geer Avenue,Hilmar,Merced,95324,5S
11133,705247,Luis Jorge,37.3959,-120.8786,21625 Geer Avenue,Hilmar,Merced,95324,5S
11134,705274,B & D Dairy,37.4277,-120.896,9579 Hultberg Road,Hilmar,Merced,95324,5S
11135,705276,Live Oak H,37.433,-120.8521,9971 Lander Avenue,Hilmar,Merced,95324,5S
11136,705277,Jade Jerseys Dairy,37.4335,-120.8569,20426 Johnson Avenue,Hilmar,Merced,95324,5S
11137,705279,Live Oak Dairy,37.4335,-120.8706,21052 Johnson Avenue,Hilmar,Merced,95324,5S
11138,705281,AJ Borba Holsteins,37.3768,-120.9452,6480 Mitchell Road,Hilmar,Merced,95324,5S
11139,705283,Oslo Dairy,37.4278,-120.8569,9725 Lander Ave,Hilmar,Merced,95324,5S
11140,705284,Ahlem Prairie Flower,37.4065,-120.9318,8187 North Prairie Flower Road,Hilmar,Merced,95324,5S
11141,705286,A & M Teixeira Dairy (Virgil Kronberg Facility),37.3642,-120.8655,20777 Riverside Avenue,Hilmar,Merced,95324,5S
11142,705288,Ken Van Foeken Dairy #1,37.4264,-120.8909,22338 Short Avenue,Hilmar,Merced,95324,5S
11143,705290,Amaral Dairy Farms,37.4002,-120.8853,7706 Tegner Road,Hilmar,Merced,95324,5S
11144,705291,Amrit Takhar,37.3909,-120.8865,7078 Tegner Road,Hilmar,Merced,95324,5S
11145,705293,GM Silva Dairies #1,37.3716,-120.8641,20633 Turner Avenue,Hilmar,Merced,95324,5S
11146,705294,B-6 Dairy,37.372,-120.8878,22014 Turner Avenue,Hilmar,Merced,95324,5S
11147,705296,6D Dores Dairy,37.3741,-120.9549,25762 Turner Avenue,Hilmar,Merced,95324,5S
11148,705297,Fanelli Dairy,37.4,-120.9069,7689 Washington Road,Hilmar,Merced,95324,5S
11149,705298,Sousa Dairy,37.3852,-120.8146,18005 Williams Avenue,Hilmar,Merced,95324,5S
11150,705299,Live Oak Dairy D,37.3881,-120.898,22651 West Williams Avenue,Hilmar,Merced,95324,5S
11151,705300,Vierra Dairy Farms #2,37.3902,-120.8985,22682 West Williams Avenue,Hilmar,Merced,95324,5S
11152,705301,Mayo Dairy #1,37.284,-120.2708,11941 East Childs Avenue,Le Grand,Merced,95333,5S
11153,705303,Mayo Dairy #2,37.2826,-120.2665,12191 East Childs Avenue,Le Grand,Merced,95333,5S
11154,705307,"Cressey River, LLC Dairy",37.4224,-120.6796,10986 Livingston -Cressey Road,Livingston,Merced,95334,5S
11155,705318,Eugenio Azevedo Dairy #2,37.372,-120.6887,11159 Peach St,Livingston,Merced,95334,5S
11156,705401,Azevedo Farms,37.3413,-120.7988,3737 Weir Avenue,Livingston,Merced,95334,5S
11157,705403,Soares Dairy Farms Inc,37.0794,-120.8777,14515 Badger Flat Road,Los Banos,Merced,93635,5S
11158,705406,"Den-K Holsteins, Inc.",37.0952,-120.7734,13235 South Baker Road,Los Banos,Merced,93635,5S
11159,705408,John Machado Dairy,37.1143,-120.8941,22495 West China Camp Road,Los Banos,Merced,93635,5S
11725,705409,John Machado Heifer Facility,37.1145,-120.8891,21777 CHINA CAMP RD,Los Banos,Merced,93635,5S
11160,705410,Carlos and Deolinda Lopes Trust Dairy,36.9548,-120.806,17273 West Cotton Gin Road,Los Banos,Merced,93635,5S
11161,705411,Robert L Silva Dairy,37.015,-120.8645,20508 Cotton Road,Los Banos,Merced,93635,5S
11901,705412,Den-K Heifer Corrals,37.0977,-120.736,13621 West Henry Miller Road,Los Banos,Merced,93635,5S
11162,705413,Royce and Randi Mull Dairy,37.0988,-120.7705,15475 Henry Miller Road,Los Banos,Merced,93635,5S
11163,705418,Nunes Bros Inc Dairy,37.0616,-120.8917,22116 West Hwy 152,Los Banos,Merced,93635,5S
11683,705423,Godinho Heifer Ranch,37.0975,-120.8651,13140 S Johnson,Los Banos,Merced,93635,5S
11164,705424,John & Nicole Santos Dairy,36.9575,-120.8384,22759 South Mercey Springs Road,Los Banos,Merced,93635,5S
11165,705426,Soares Dairy Farms - Mercy Springs,36.9732,-120.8367,21750 South Mercey Springs Road,Los Banos,Merced,93635,5S
11166,705429,Codorniz Dairy,37.0347,-120.8161,17512 Philips Road,Los Banos,Merced,93635,5S
11167,705430,"Soares Dairy Farms, Inc. - Pioneer Dairy",37.0421,-120.8887,21948 Pioneer Road,Los Banos,Merced,93635,5S
11168,705431,Manuel Avila Dairy,37.0153,-120.8231,18785 Ward Road,Los Banos,Merced,93635,5S
11169,705432,Antonio Brasil Dairy,37.0626,-120.5286,15373 South Flanagan Road,Dos Palos,Merced,93620,5S
11170,705435,Antonio and Lucilia Amaral Dairy,37.2949,-120.5882,5520 Brooks Road,Merced,Merced,95340,5S
11171,705436,Belo Ranches,37.2843,-120.5758,238 South Buhach Road,Merced,Merced,95342,5S
11172,705438,IS-MI Azevedo Dairy,37.2213,-120.4203,3499 Bvd Road,Merced,Merced,95340,5S
11173,705439,Dutch Door Dairy,37.2237,-120.4252,3493 BVD Avenue,Merced,Merced,95340,5S
11174,705441,Beverly Schick Facility,37.3208,-120.5479,3460 West Elliott Avenue,Merced,Merced,95340,5S
11175,705442,Blue Sky Dairy,37.3525,-120.5473,4390 North Fox Road,Merced,Merced,95301,5S
11176,705443,Helena or Elizabeth Dias,37.3715,-120.5502,5733 North Fox Road,Merced,Merced,95340,5S
11177,705444,"Matos Dairy - Franklin Facility/California Dairy Farms, LLC",37.318,-120.5367,1912 Franklin Road,Merced,Merced,95340,5S
11178,705445,Blue Sky Dairy #2,37.3441,-120.5371,3874 North Franklin Road,Merced,Merced,95348,5S
11179,705446,Barcellos Dairy,37.3296,-120.5588,2892 North Gurr Road,Atwater,Merced,95301,5S
11180,705448,"Meirinho Holsteins, LP",37.2152,-120.4326,4890 South Healy Road,Merced,Merced,95340,5S
11181,705449,Healy Ranch Dairy,37.2541,-120.4337,2222 South Healy Road,Merced,Merced,95340,5S
11182,705450,Nunes Dairy,37.2608,-120.4334,1730 Healy Road,Merced,Merced,95340,5S
11183,705453,PH Ranch #2,37.2503,-120.4837,2433 Los Banos Highway,Merced,Merced,93540,5S
11184,705454,5 H Farms,37.2047,-120.4929,5851 South Hwy 59 Highway,Merced,Merced,95340,5S
11185,705456,J & M Nascimento Dairy,37.4877,-120.5002,13656 North Hwy 59 Highway,Merced,Merced,95348,5S
11186,705462,Joe & Renee Barroso Dairy,37.2291,-120.3658,6903 East Legrand Road,Merced,Merced,95340,5S
11187,705469,Double B Dairy #2,37.2509,-120.3574,7205 Mariposa Way,Merced,Merced,95341,5S
11188,705471,Hoogendam Dairy,37.2315,-120.4563,1754 McNamara Road,Merced,Merced,95341,5S
11189,705476,Manuel Oliveira Dairy,37.2793,-120.5643,4235 Oak Avenue,Merced,Merced,95340,5S
11190,705479,Fred Melo Dairy,37.2684,-120.6016,1319 South Quinley Avenue,Merced,Merced,95340,5S
11191,705480,Sandy Mush Crosses,37.1856,-120.5876,5241 West Sandy Mush Road,Merced,Merced,95340,5S
11192,705482,T & C Louters Dairy,37.1856,-120.5088,921 West Sandy Mush Road,Merced,Merced,95341,5S
11193,705486,Maximinio Silveira Dairy #2,37.237,-120.4086,3465 Thrift Road,Merced,Merced,95340,5S
11194,705493,Rosa Dairy Farms,37.3325,-120.5526,3105 Trindade Road,Atwater,Merced,95301,5S
