CADDID,Year,MilkCows,DryCows,OldHeifers,YoungHeifers,OldCalves,YoungCalves,BeefCattle,MilkCowsHerdSizeRefCode,NonMilkingCattleHerdSizeRefCode,LabeledAsDairy
11003,2021,1277,89,651,369,0,0,0,1,1,1
11003,2022,1291,85,658,333,0,0,0,1,1,1
11003,2023,1301,97,633,301,0,0,0,1,1,1
11004,2012,979,200,125,130,119,60,0,1,1,1
11004,2013,600,350,200,0,110,500,0,1,1,1
11004,2014,650,340,210,0,105,400,0,1,1,1
11004,2015,645,330,215,0,0,100,0,1,1,1
11004,2016,650,315,220,0,0,120,0,1,1,1
11004,2017,0,75,260,180,0,110,0,1,1,0
11004,2018,0,120,150,130,130,75,0,1,1,0
11004,2019,0,125,150,130,80,0,0,1,1,0
11004,2020,0,135,165,140,80,0,0,1,1,0
11004,2021,0,100,140,140,80,0,0,1,1,0
11004,2022,0,110,150,134,80,0,0,1,1,0
11004,2023,0,110,140,130,60,0,0,1,1,0
11005,2012,1102,198,403,403,201,201,0,1,1,1
11005,2013,1102,198,403,403,201,201,0,1,1,1
11005,2014,1121,195,430,433,235,225,0,1,1,1
11005,2015,1121,195,430,433,235,225,0,1,1,1
11005,2016,1087,189,400,400,199,199,0,1,1,1
11005,2017,1078,180,397,396,192,194,0,1,1,1
11005,2018,1072,176,382,391,188,187,0,1,1,1
11005,2019,1071,172,377,382,173,180,0,1,1,1
11005,2020,996,150,375,376,164,173,0,1,1,1
11005,2021,981,146,371,372,161,168,0,1,1,1
11005,2022,959,136,352,356,147,140,0,1,1,1
11005,2023,945,131,349,352,140,150,0,1,1,1
11006,2012,1232,168,488,432,167,0,0,1,1,1
11006,2013,1238,161,472,445,179,0,0,1,1,1
11006,2014,1211,172,498,405,154,0,0,1,1,1
11006,2015,1234,158,570,456,171,0,0,1,1,1
11006,2016,1229,163,572,474,173,0,0,1,1,1
11006,2017,1231,149,572,457,182,0,0,1,1,1
11006,2018,1235,156,580,462,176,0,0,1,1,1
11006,2019,1293,176,627,502,188,0,0,1,1,1
11006,2020,1293,176,627,502,188,0,0,1,1,1
11006,2021,1293,176,627,502,188,0,0,1,1,1
11006,2022,1299,175,620,500,185,0,0,1,1,1
11006,2023,1315,180,643,514,193,0,0,1,1,1
11007,2012,70,8,15,33,20,20,0,1,1,1
11007,2013,78,12,14,35,24,11,0,1,1,1
11007,2014,80,13,12,37,21,10,0,1,1,1
11007,2015,78,12,11,36,20,10,0,1,1,1
11007,2016,75,15,10,35,20,10,0,1,1,1
11007,2017,74,13,15,32,19,9,0,1,1,1
11007,2018,70,11,18,30,17,8,0,1,1,1
11007,2019,79,10,19,22,16,7,0,1,1,1
11007,2020,80,13,30,30,14,6,0,1,1,1
11007,2021,72,15,24,34,18,8,0,1,1,1
11007,2022,0,13,29,44,18,4,0,1,1,0
11007,2023,0,0,34,0,0,0,0,1,1,0
11008,2012,1425,210,448,231,210,300,0,1,1,1
11008,2013,1445,225,460,235,220,315,0,1,1,1
11008,2014,1453,256,677,493,157,118,0,1,1,1
11008,2015,1457,257,680,500,160,120,0,1,1,1
11008,2016,1450,264,650,525,170,100,0,1,1,1
11008,2017,1400,250,600,500,150,100,0,1,1,1
11008,2018,1500,214,575,525,160,90,0,1,1,1
11008,2019,1482,214,580,510,155,95,0,1,1,1
11008,2020,1512,200,570,515,150,0,0,1,1,1
11008,2021,1500,175,550,500,150,0,0,1,1,1
11008,2022,1500,200,550,550,500,250,0,1,1,1
11008,2023,1450,250,500,500,500,200,0,1,1,1
11009,2012,1700,72,900,695,0,0,0,3a,3a,1
11009,2013,1700,72,900,695,0,0,0,1,1,1
11009,2014,1700,72,900,695,0,0,0,1,1,1
11009,2015,1700,72,900,695,0,0,0,1,1,1
11009,2016,1700,72,900,695,0,0,0,1,1,1
11009,2017,1700,72,900,695,0,0,0,1,1,1
11009,2018,1700,72,900,695,0,0,0,1,1,1
11009,2019,1700,72,900,695,0,0,0,1,1,1
11009,2020,1700,72,900,695,0,0,0,1,1,1
11009,2021,1700,72,900,695,0,0,0,1,1,1
11009,2022,1700,72,900,695,0,0,0,3a,3a,1
11009,2023,1700,72,900,695,0,0,0,1,1,1
11010,2012,1182,146,453,487,456,0,0,3a,3a,1
11010,2013,1182,146,453,487,456,0,0,1,1,1
11010,2014,1156,140,436,479,446,0,0,1,1,1
11010,2015,1143,142,445,468,453,0,0,1,1,1
11010,2016,1153,139,452,458,445,0,0,1,1,1
11010,2017,1092,214,409,414,338,0,0,1,1,1
11010,2018,1199,97,390,390,0,0,0,1,1,1
11010,2019,1218,96,394,370,0,0,0,1,1,1
11010,2020,1193,91,399,345,0,0,0,1,1,1
11010,2021,1110,210,632,425,2555,1215,0,1,1,1
11010,2022,1184,177,655,438,2505,1192,0,1,1,1
11010,2023,1184,177,655,438,2505,1192,0,3a,3a,1
11011,2012,1592,320,60,0,186,803,0,1,1,1
11011,2013,1590,325,65,190,0,796,0,1,1,1
11011,2014,1592,320,60,0,186,803,0,1,1,1
11011,2015,1650,325,54,0,200,795,0,1,1,1
11011,2016,1727,327,77,0,228,791,0,1,1,1
11011,2017,1744,313,84,0,206,780,0,1,1,1
11011,2018,1365,243,195,0,0,0,0,1,1,1
11011,2019,1852,195,2047,0,0,0,0,1,1,1
11011,2020,1876,214,937,0,0,0,0,1,1,1
11011,2021,1887,219,943,0,0,0,0,1,1,1
11011,2022,1886,211,926,0,0,0,0,1,1,1
11011,2023,1861,195,975,0,0,0,0,1,1,1
11012,2012,2022,260,770,770,215,400,0,1,1,1
11012,2013,2040,251,776,765,412,196,0,1,1,1
11012,2014,2036,255,780,754,409,194,0,1,1,1
11012,2015,2030,260,775,761,415,197,0,1,1,1
11012,2016,2021,264,780,764,412,196,0,1,1,1
11012,2017,2031,268,788,766,413,197,0,1,1,1
11012,2018,2045,281,800,757,409,194,0,1,1,1
11012,2019,2051,293,788,765,414,197,0,1,1,1
11012,2020,2055,290,785,770,417,198,0,1,1,1
11012,2021,2075,311,792,783,421,201,0,1,1,1
11012,2022,2194,344,784,801,435,207,0,1,1,1
11012,2023,2160,332,761,819,0,655,0,1,1,1
11013,2012,3090,440,1000,690,450,30,0,3a,3a,1
11013,2013,3090,440,1000,690,450,30,0,1,1,1
11013,2014,3080,430,1010,695,455,35,0,1,1,1
11013,2015,3000,426,1087,613,457,45,0,1,1,1
11013,2016,3195,440,1063,634,455,57,0,1,1,1
11013,2017,3032,434,1084,619,446,42,0,1,1,1
11013,2018,3107,252,991,589,498,50,0,1,1,1
11013,2019,3032,436,972,581,489,51,0,1,1,1
11013,2020,3022,438,960,585,497,58,0,1,1,1
11013,2021,3034,433,947,596,505,56,0,1,1,1
11013,2022,3066,390,975,585,489,65,0,1,1,1
11013,2023,3043,370,1029,563,511,73,0,1,1,1
11014,2012,0,700,150,150,0,0,0,2a,3b,0
11014,2013,0,0,275,275,0,0,0,1,1,0
11014,2014,0,0,350,325,0,0,0,1,1,0
11014,2015,0,0,356,330,0,0,0,1,1,0
11014,2016,0,0,516,487,0,0,0,1,1,0
11014,2017,0,0,508,534,0,0,0,1,1,0
11014,2018,0,0,594,570,0,0,0,1,1,0
11014,2019,0,0,682,585,0,0,0,1,1,0
11014,2020,0,0,633,594,0,0,0,1,1,0
11014,2021,0,0,658,600,0,0,0,1,1,0
11014,2022,0,0,672,638,0,0,0,1,1,0
11014,2023,0,0,692,630,0,0,0,1,1,0
11015,2012,3300,200,1480,750,330,480,0,3a,3a,1
11015,2013,3300,200,1480,750,330,480,0,1,1,1
11015,2014,3310,380,1475,745,335,470,0,1,1,1
11015,2015,3300,350,1435,740,320,480,0,1,1,1
11015,2016,3369,388,1424,741,360,469,0,1,1,1
11015,2017,3353,395,1435,730,378,459,0,1,1,1
11015,2018,3362,390,1437,709,383,463,0,1,1,1
11015,2019,3346,381,1441,684,400,440,0,1,1,1
11015,2020,3363,394,1438,706,399,438,0,1,1,1
11015,2021,3358,399,1441,702,404,443,0,1,1,1
11015,2022,3217,438,1462,682,414,472,0,1,1,1
11015,2023,3329,424,1423,702,404,487,0,1,1,1
11016,2012,4100,465,995,975,225,0,0,3a,3a,1
11016,2013,4100,465,995,975,225,0,0,1,1,1
11016,2014,4150,515,1000,980,250,0,0,1,1,1
11016,2015,4100,520,1020,975,240,0,0,1,1,1
11016,2016,3515,586,1756,472,0,0,0,1,1,1
11016,2017,3530,272,1786,451,0,0,0,1,1,1
11016,2018,3526,273,1780,456,0,0,0,1,1,1
11016,2019,3492,264,1796,454,0,0,0,1,1,1
11016,2020,3489,256,1788,444,0,0,0,1,1,1
11016,2021,3452,251,1779,452,0,0,0,1,1,1
11016,2022,3462,264,1796,468,0,0,0,1,1,1
11016,2023,3479,271,1786,485,0,0,0,1,1,1
11017,2012,1009,210,172,375,226,226,0,1,1,1
11017,2013,1018,201,185,392,216,103,0,1,1,1
11017,2014,1015,200,187,395,217,103,0,1,1,1
11017,2015,1010,195,185,390,220,105,0,1,1,1
11017,2016,700,65,340,0,0,0,0,1,1,1
11017,2017,700,130,340,0,0,0,0,1,1,1
11017,2018,900,140,350,0,0,0,0,1,1,1
11017,2019,900,250,350,0,0,0,0,1,1,1
11017,2020,650,300,350,0,0,0,0,1,1,1
11017,2021,600,300,350,0,0,0,0,1,1,1
11017,2022,600,300,350,0,0,0,0,1,1,1
11017,2023,600,300,350,0,0,0,0,1,1,1
11018,2012,1489,218,386,438,0,0,0,1,1,1
11018,2013,1565,234,398,436,0,0,0,1,1,1
11018,2014,1530,150,350,0,0,0,0,1,1,1
11018,2015,1750,200,680,0,0,0,0,1,1,1
11018,2016,1800,350,700,500,0,0,0,1,1,1
11018,2017,1750,400,750,450,0,0,0,1,1,1
11018,2018,1722,374,722,459,0,0,0,3a,3a,1
11018,2019,1693,348,694,467,0,0,0,1,1,1
11018,2020,1743,350,700,498,0,0,0,1,1,1
11018,2021,1723,348,698,475,0,0,0,1,1,1
11018,2022,0,0,0,0,0,0,0,1,1,0
11018,2023,0,0,175,0,0,0,0,1,1,0
11019,2012,2930,515,1460,775,380,0,0,1,1,1
11019,2013,2940,530,1545,798,405,0,0,1,1,1
11019,2014,2885,515,1530,750,383,0,0,1,1,1
11019,2015,2900,510,1550,780,380,0,0,1,1,1
11019,2016,2850,500,1520,790,380,0,0,1,1,1
11019,2017,2500,495,1400,795,385,0,0,1,1,1
11019,2018,2300,470,1250,600,380,0,0,1,1,1
11019,2019,3728,250,1900,750,620,0,0,1,1,1
11019,2020,3715,250,1900,750,625,0,0,1,1,1
11019,2021,3705,255,1900,250,620,0,0,1,1,1
11019,2022,3600,240,1880,700,600,0,0,1,1,1
11019,2023,3600,240,1880,650,500,0,0,1,1,1
11020,2012,4148,569,798,786,1591,0,0,1,1,1
11020,2013,4400,580,780,790,1650,0,0,1,1,1
11020,2014,4415,590,775,780,1660,0,0,1,1,1
11020,2015,4000,610,750,760,1620,0,0,1,1,1
11020,2016,4704,624,805,774,1630,0,0,1,1,1
11020,2017,4715,615,819,758,1642,0,0,1,1,1
11020,2018,4631,609,809,745,1608,0,0,1,1,1
11020,2019,4624,605,300,900,300,0,0,1,1,1
11020,2020,4615,600,310,885,300,0,0,1,1,1
11020,2021,4700,625,315,890,310,0,0,1,1,1
11020,2022,4695,630,320,885,350,0,0,1,1,1
11020,2023,4680,615,340,875,360,0,0,1,1,1
11021,2012,4255,699,1496,1222,441,443,0,1,1,1
11021,2013,4260,701,1498,1222,441,442,0,1,1,1
11021,2014,3199,532,1127,917,346,332,0,1,1,1
11021,2015,4264,710,1500,1228,456,443,0,1,1,1
11021,2016,4256,693,1493,1218,448,444,0,1,1,1
11021,2017,4253,703,1494,1227,448,434,0,1,1,1
11021,2018,4253,703,1494,1227,448,434,0,1,1,1
11021,2019,4254,701,1491,1217,453,439,0,1,1,1
11021,2020,4174,671,1496,1204,452,319,0,1,1,1
11021,2021,4269,692,1484,1224,452,421,0,1,1,1
11021,2022,4262,700,1471,1219,446,427,0,1,1,1
11021,2023,4271,700,1495,1225,447,427,0,1,1,1
11022,2012,4823,1011,1662,1331,598,812,0,1,1,1
11022,2013,4827,1015,1667,1334,594,817,0,1,1,1
11022,2014,4830,1000,1659,1324,600,825,0,1,1,1
11022,2015,4973,999,1693,1384,631,832,0,3a,3a,1
11022,2016,5116,997,1727,1444,661,839,0,1,1,1
11022,2017,5125,975,1736,1439,638,826,0,1,1,1
11022,2018,5001,955,1701,1389,594,780,0,1,1,1
11022,2019,4091,942,1700,1379,600,775,0,1,1,1
11022,2020,4085,940,1685,1375,600,775,0,1,1,1
11022,2021,4075,925,1660,1360,620,760,0,1,1,1
11022,2022,5000,750,1640,1375,605,750,0,1,1,1
11022,2023,5025,760,1625,1360,600,775,0,1,1,1
11672,2012,3400,450,919,657,384,240,0,3b,3b,1
11672,2013,3400,450,919,657,384,240,0,3b,3b,1
11672,2014,3400,450,919,657,384,240,0,3b,3b,1
11672,2015,3400,450,919,657,384,240,0,3b,3b,1
11672,2016,3400,450,919,657,384,240,0,3b,3b,1
11672,2017,3950,550,915,654,382,239,0,3b,3b,1
11672,2018,4500,650,910,651,380,238,0,3b,3b,1
11672,2019,5050,750,906,647,378,236,0,3b,3b,1
11672,2020,5600,850,901,644,376,235,0,3b,3b,1
11672,2021,5600,850,901,644,376,235,0,3b,3b,1
11672,2022,5600,850,901,644,376,235,0,3b,3b,1
11672,2023,5600,850,901,644,376,235,0,3b,3b,1
11023,2012,4270,800,1985,1620,811,655,0,1,1,1
11023,2013,4282,773,1979,1580,806,384,0,1,1,1
11023,2014,4277,777,1970,1586,808,384,0,1,1,1
11023,2015,4270,775,1965,1580,806,384,0,1,1,1
11023,2016,4266,772,1960,1578,810,386,0,1,1,1
11023,2017,4270,781,1973,1582,1355,645,0,1,1,1
11023,2018,4151,709,1899,1482,743,354,0,1,1,1
11023,2019,4000,1000,430,454,90,89,0,1,1,1
11023,2020,4255,712,520,0,0,0,0,1,1,1
11023,2021,4242,709,514,0,0,0,0,1,1,1
11023,2022,4236,714,526,0,0,0,0,1,1,1
11023,2023,4224,707,518,0,0,0,0,1,1,1
11024,2012,1005,92,192,333,363,15,0,1,1,1
11024,2013,1000,90,200,300,350,15,0,1,1,1
11024,2014,1020,98,195,300,330,20,0,1,1,1
11024,2015,977,98,175,300,330,25,0,1,1,1
11024,2016,1069,86,196,335,358,27,0,1,1,1
11024,2017,1042,91,216,375,362,32,0,1,1,1
11024,2018,1021,128,229,400,352,39,0,1,1,1
11024,2019,1006,149,225,412,339,21,0,1,1,1
11024,2020,1401,195,633,658,477,24,0,1,1,1
11024,2021,1403,204,628,661,482,29,0,1,1,1
11024,2022,1843,243,648,607,465,37,0,1,1,1
11024,2023,1935,253,633,619,463,39,0,1,1,1
11025,2012,1556,239,392,381,349,0,0,1,1,1
11025,2013,1552,234,386,405,372,0,0,1,1,1
11025,2014,1497,239,663,504,183,0,0,1,1,1
11025,2015,1500,245,665,504,183,0,0,1,1,1
11025,2016,1600,240,675,520,200,0,0,1,1,1
11025,2017,1500,245,700,500,210,0,0,1,1,1
11025,2018,1475,260,725,475,200,0,0,1,1,1
11025,2019,1500,245,700,500,225,0,0,1,1,1
11025,2020,1490,220,710,480,210,0,0,1,1,1
11025,2021,1500,200,700,450,200,0,0,1,1,1
11025,2022,1500,240,700,450,200,0,0,1,1,1
11025,2023,1500,245,650,400,150,0,0,1,1,1
11026,2012,2480,400,0,0,0,0,0,1,1,1
11026,2013,2496,417,0,0,0,0,0,1,1,1
11026,2014,2819,479,0,0,0,0,0,1,1,1
11026,2015,2814,482,651,370,149,71,0,1,1,1
11026,2016,2810,482,0,0,102,48,0,1,1,1
11026,2017,2823,487,0,0,106,51,0,1,1,1
11026,2018,2612,284,614,845,682,682,0,1,1,1
11026,2019,2602,280,620,855,800,800,0,1,1,1
11026,2020,2630,305,610,875,800,800,0,1,1,1
11026,2021,2615,296,590,880,792,765,0,1,1,1
11026,2022,2625,289,575,860,785,795,0,1,1,1
11026,2023,2591,251,586,872,796,808,0,1,1,1
11027,2012,2401,243,475,509,288,312,0,1,1,1
11027,2013,2400,240,450,500,275,300,0,1,1,1
11027,2014,2420,230,455,512,280,305,0,1,1,1
11027,2015,2500,210,475,500,286,320,0,1,1,1
11027,2016,2447,224,477,472,243,399,0,1,1,1
11027,2017,2474,211,497,490,233,390,0,1,1,1
11027,2018,1950,195,507,536,390,390,0,1,1,1
11027,2019,1969,234,536,555,468,399,0,1,1,1
11027,2020,2193,243,511,536,487,414,0,1,1,1
11027,2021,2200,247,502,533,495,507,0,1,1,1
11027,2022,2242,195,520,563,474,487,0,1,1,1
11027,2023,2358,165,536,585,448,472,0,1,1,1
11028,2012,0,0,0,0,0,0,0,2b,2b,0
11028,2013,851,0,0,0,0,0,0,1,1,1
11028,2014,0,0,0,0,0,0,0,2b,2b,0
11028,2015,0,0,300,200,0,0,0,1,1,0
11028,2016,0,0,600,300,0,0,0,1,1,0
11028,2017,0,0,680,346,0,0,0,1,1,0
11028,2018,0,0,580,500,0,0,0,1,1,0
11028,2019,0,0,900,0,0,0,0,1,1,0
11028,2020,0,0,822,0,0,0,0,1,1,0
11028,2021,0,0,790,0,0,0,0,1,1,0
11028,2022,0,0,810,0,0,0,0,1,1,0
11028,2023,0,0,790,0,0,0,0,1,1,0
11029,2012,975,233,0,0,0,0,0,1,1,1
11029,2013,988,240,0,0,0,0,0,1,1,1
11029,2014,982,236,0,0,0,0,0,1,1,1
11029,2015,500,781,0,0,0,0,0,1,1,1
11029,2016,0,0,781,300,0,0,0,1,1,0
11029,2017,0,0,790,315,0,0,0,1,1,0
11029,2018,0,0,800,320,0,0,0,1,1,0
11029,2019,0,0,815,336,0,0,0,1,1,0
11029,2020,0,0,822,333,0,0,0,1,1,0
11029,2021,0,0,850,342,0,0,0,1,1,0
11029,2022,0,0,869,330,0,0,0,1,1,0
11029,2023,0,0,850,347,0,0,0,1,1,0
11030,2012,900,75,0,0,35,20,0,1,1,1
11030,2013,850,90,0,0,0,50,0,1,1,1
11030,2014,810,85,0,0,0,125,0,1,1,1
11030,2015,820,90,0,0,0,125,0,1,1,1
11030,2016,150,40,50,0,0,0,0,1,1,1
11030,2017,450,80,100,50,0,50,0,1,1,1
11030,2018,750,110,50,65,50,50,0,1,1,1
11030,2019,810,145,45,40,50,50,0,1,1,1
11030,2020,825,80,0,0,0,0,0,1,1,1
11030,2021,920,75,75,70,0,0,0,1,1,1
11030,2022,815,162,64,35,0,0,0,1,1,1
11030,2023,820,155,68,40,0,0,0,1,1,1
11031,2012,1050,110,0,0,180,0,0,1,1,1
11031,2013,1000,100,176,0,0,0,0,1,1,1
11031,2014,995,110,175,0,0,0,0,1,1,1
11031,2015,987,98,180,0,0,0,0,1,1,1
11031,2016,1121,117,190,0,0,0,0,1,1,1
11031,2017,1132,105,179,0,0,0,0,1,1,1
11031,2018,1140,100,180,0,0,0,0,1,1,1
11031,2019,1048,100,180,0,0,0,0,1,1,1
11031,2020,1020,100,180,0,65,0,0,1,1,1
11031,2021,1030,100,180,0,0,0,0,1,1,1
11031,2022,1010,100,170,0,0,0,0,1,1,1
11031,2023,1000,100,175,0,0,0,0,1,1,1
11032,2012,325,56,135,79,45,0,0,1,1,1
11032,2013,300,50,150,81,45,0,0,1,1,1
11032,2014,405,0,130,100,0,0,0,1,1,1
11032,2015,408,0,153,118,0,0,0,1,1,1
11032,2016,408,0,200,215,0,0,0,1,1,1
11032,2017,405,0,200,200,0,0,0,1,1,1
11032,2018,405,0,220,215,0,0,0,1,1,1
11032,2019,390,130,150,50,0,0,0,1,1,1
11032,2020,400,0,200,150,0,0,0,1,1,1
11032,2021,400,0,200,150,0,0,0,1,1,1
11032,2022,405,0,275,200,0,0,0,1,1,1
11032,2023,400,0,260,200,0,0,0,1,1,1
11033,2012,3325,468,681,1425,481,600,0,1,1,1
11033,2013,3320,473,684,1430,735,350,0,1,1,1
11033,2014,3328,462,690,1433,732,348,0,1,1,1
11033,2015,3320,452,685,1430,733,348,0,1,1,1
11033,2016,3375,488,680,1437,737,351,0,1,1,1
11033,2017,3460,544,689,1426,743,354,0,1,1,1
11033,2018,3465,540,685,1420,739,351,0,1,1,1
11033,2019,3469,545,680,1426,743,353,0,1,1,1
11033,2020,3470,540,688,1420,745,355,0,1,1,1
11033,2021,3490,555,695,1460,75,36,0,1,1,1
11033,2022,3517,510,708,1429,91,43,0,1,1,1
11033,2023,3492,488,691,1411,105,50,0,1,1,1
11818,2019,0,0,0,100,500,0,0,1,1,0
11818,2020,0,0,0,150,450,0,0,1,1,0
11818,2021,0,0,0,100,500,0,0,1,1,0
11818,2022,0,0,0,150,400,0,0,1,1,0
11818,2023,0,0,0,150,450,0,0,1,1,0
11034,2012,837,149,109,80,0,0,0,1,1,1
11034,2013,0,0,0,0,0,0,0,2a,2e,0
11034,2014,0,0,0,0,0,0,0,2a,2e,0
11034,2015,0,0,0,0,0,0,0,2a,2e,0
11034,2016,0,0,0,0,0,0,0,2a,2e,0
11034,2017,0,0,0,0,0,0,0,2a,2e,0
11034,2018,0,0,0,0,0,0,0,2a,2e,0
11034,2019,0,0,0,0,0,0,0,2a,2e,0
11034,2020,0,0,0,0,0,0,0,2a,2e,0
11034,2021,0,0,0,0,0,0,0,2a,2e,0
11034,2022,0,0,0,0,0,0,0,2a,2e,0
11034,2023,0,0,0,0,0,0,0,2a,2e,0
11035,2012,867,134,281,218,177,158,0,1,1,1
11035,2013,935,120,240,230,200,135,0,1,1,1
11035,2014,1000,148,685,450,200,150,0,1,1,1
11035,2015,965,74,676,475,184,157,0,3a,3a,1
11035,2016,929,0,667,499,168,163,0,1,1,1
11035,2017,1032,0,100,506,173,151,0,1,1,1
11035,2018,895,127,547,412,157,142,0,1,1,1
11035,2019,677,0,0,152,0,0,0,1,1,1
11035,2020,608,63,0,170,0,0,0,1,1,1
11035,2021,603,71,0,180,0,0,0,1,1,1
11035,2022,614,66,0,185,0,0,0,1,1,1
11035,2023,0,0,243,341,0,0,0,1,1,0
11036,2012,1220,137,455,455,185,10,0,1,1,1
11036,2013,1233,150,449,462,143,68,0,1,1,1
11036,2014,1228,152,445,465,142,68,0,1,1,1
11036,2015,1236,150,448,460,146,69,0,1,1,1
11036,2016,1230,154,440,453,143,68,0,1,1,1
11036,2017,1239,170,445,460,136,64,0,1,1,1
11036,2018,0,0,0,0,0,0,0,2b,2b,0
11036,2019,0,0,0,0,0,0,0,2b,2b,0
11036,2020,0,0,0,0,0,0,0,2a,2b,0
11036,2021,0,0,0,0,0,0,0,2a,2b,0
11036,2022,0,0,0,0,0,0,0,2a,2b,0
11036,2023,0,0,0,0,0,0,0,2a,2b,0
11037,2012,1795,338,0,111,100,47,0,3a,3a,1
11037,2013,1795,338,0,111,100,47,0,1,1,1
11037,2014,1792,333,0,119,103,49,0,1,1,1
11037,2015,1788,330,0,125,107,51,0,1,1,1
11037,2016,1765,338,0,132,112,54,0,1,1,1
11037,2017,1774,342,0,135,115,55,0,1,1,1
11037,2018,0,0,0,149,149,33,0,1,1,0
11037,2019,0,0,140,177,0,0,0,1,1,0
11037,2020,0,0,145,180,0,0,0,1,1,0
11037,2021,0,0,165,220,0,0,0,1,1,0
11037,2022,0,0,0,0,0,0,0,2b,2b,0
11037,2023,0,0,0,0,0,0,0,2b,2b,0
11038,2012,3708,534,1233,675,471,0,0,1,1,1
11038,2013,3900,520,1200,696,450,0,0,1,1,1
11038,2014,3895,525,1190,700,445,0,0,1,1,1
11038,2015,3975,510,1200,700,480,0,0,1,1,1
11038,2016,3634,441,1229,700,479,0,0,1,1,1
11038,2017,3638,506,1239,797,408,0,0,1,1,1
11038,2018,3658,492,1233,800,420,0,0,1,1,1
11038,2019,3618,544,1232,782,408,0,0,1,1,1
11038,2020,3753,585,1238,390,780,0,0,1,1,1
11038,2021,3768,596,1226,414,793,0,0,1,1,1
11038,2022,3802,586,1203,438,780,0,0,1,1,1
11038,2023,3778,585,1218,414,789,0,0,1,1,1
11039,2012,340,36,32,0,0,0,0,1,1,1
11039,2013,352,43,38,0,0,0,0,1,1,1
11039,2014,365,35,68,138,0,0,0,1,1,1
11039,2015,418,38,33,64,0,0,0,1,1,1
11039,2016,420,40,35,65,0,0,0,1,1,1
11039,2017,440,46,38,65,0,0,0,1,1,1
11039,2018,452,58,62,68,0,0,0,1,1,1
11039,2019,470,35,60,45,0,0,0,1,1,1
11039,2020,510,48,42,26,0,0,0,1,1,1
11039,2021,640,70,30,0,0,0,0,1,1,1
11039,2022,590,65,115,60,0,0,0,1,1,1
11039,2023,610,77,76,0,0,0,0,1,1,1
11040,2012,3371,470,675,663,671,425,0,1,1,1
11040,2013,3365,473,680,650,645,415,0,1,1,1
11040,2014,2940,443,989,997,468,396,0,1,1,1
11040,2015,3200,450,1000,1125,550,400,0,1,1,1
11040,2016,2739,390,799,1072,546,390,0,1,1,1
11040,2017,2751,377,819,1088,522,370,0,1,1,1
11040,2018,2967,388,820,1074,518,372,0,1,1,1
11040,2019,2921,367,808,1056,522,361,0,1,1,1
11040,2020,2924,365,802,1045,535,368,0,1,1,1
11040,2021,2814,335,794,1032,528,358,0,1,1,1
11040,2022,2829,346,810,1046,514,329,0,1,1,1
11040,2023,2836,351,816,1052,519,337,0,1,1,1
11041,2012,708,92,0,0,0,0,0,1,1,1
11041,2013,716,101,0,0,0,0,0,1,1,1
11041,2014,719,106,0,0,0,0,0,1,1,1
11041,2015,724,100,0,0,0,0,0,1,1,1
11041,2016,724,100,0,0,0,0,0,1,1,1
11041,2017,734,110,0,0,0,0,0,1,1,1
11041,2018,758,127,0,0,0,0,0,1,1,1
11041,2019,750,132,0,0,0,0,0,1,1,1
11041,2020,755,130,0,0,0,0,0,1,1,1
11041,2021,770,148,0,0,0,0,0,1,1,1
11041,2022,730,111,0,0,0,0,0,1,1,1
11041,2023,718,125,0,0,0,0,0,1,1,1
11042,2012,5271,772,1882,1721,653,0,0,1,1,1
11042,2013,5329,778,1822,1712,645,0,0,1,1,1
11042,2014,5062,848,2065,1429,707,0,0,1,1,1
11042,2015,5720,862,2000,2000,800,0,0,1,1,1
11042,2016,5715,860,1997,1999,798,0,0,1,1,1
11042,2017,5700,850,2000,2000,800,0,0,1,1,1
11042,2018,5675,875,2000,2000,827,0,0,1,1,1
11042,2019,5659,868,2000,2000,814,0,0,1,1,1
11042,2020,5650,870,2000,2000,820,0,0,1,1,1
11042,2021,5600,850,2000,2000,800,0,0,1,1,1
11042,2022,5200,850,1500,1500,500,0,0,1,1,1
11042,2023,5000,800,1400,1400,450,0,0,1,1,1
11043,2012,632,112,229,225,45,100,0,1,1,1
11043,2013,636,129,243,245,56,129,0,1,1,1
11043,2014,658,114,271,0,0,0,0,1,1,1
11043,2015,750,0,0,0,150,150,0,1,1,1
11043,2016,620,155,335,335,155,155,0,1,1,1
11043,2017,620,155,350,350,155,125,0,1,1,1
11043,2018,650,125,375,325,150,130,0,1,1,1
11043,2019,635,130,360,340,150,130,0,1,1,1
11043,2020,640,128,370,330,150,130,0,1,1,1
11043,2021,620,130,350,350,150,150,0,1,1,1
11043,2022,650,125,375,300,100,100,0,1,1,1
11043,2023,600,100,350,300,100,100,0,1,1,1
11044,2012,0,0,350,0,0,0,0,2a,3a,0
11044,2013,0,0,350,0,0,0,0,2a,3a,0
11044,2014,0,0,350,0,0,0,0,1,1,0
11044,2015,0,0,100,0,0,0,0,1,1,0
11044,2016,0,0,0,0,0,0,0,1,1,0
11044,2017,0,0,0,0,0,0,0,2c,2c,0
11044,2018,0,0,390,135,0,0,0,2c,3a,0
11044,2019,0,0,390,135,0,0,0,1,1,0
11044,2020,0,0,400,130,0,0,0,1,1,0
11044,2021,0,0,400,130,0,0,0,2c,3a,0
11044,2022,0,0,400,130,0,0,0,2c,3a,0
